num,magazine_tag_list,magazine_id
157,"['브런치북', '영화', '영화리뷰', '영화비평']",3746
158,"['브런치북', '일본', '순례길', '쿠마노코도']",3747
159,"['국내여행', '청산도', '섬']",3741
160,"['트렌드', '시선분석', '행간아니라단어']",31162
161,"['해외취업', '태국여행', '태국생활']",31163
162,"['기록', '에세이', '시']",21932
163,"['여행', '단상', '경험']",21933
164,"['브런치북', '책', '독서', '부크크']",21934
165,"['육아일기', '새봄', '발그림']",21935
166,"['카페', '에세이', '바리스타']",21936
167,"['추억', '미래', '희망']",21937
168,"['브런치북', '영화리뷰', '전주독립영화관', '관객동아리씨네몽']",21938
169,"['편지', '감사', '경영']",21939
170,"['IT', '코딩', '컴퓨터']",29653
171,"['에세이', '사진', '필름카메라']",15708
172,"['브런치북', '리뷰', '영화', '글']",15709
173,"['문작가', '이별의일상', '헤어짐그후']",6811
174,"['일상', '에세이', '하루']",19974
175,"['술', '일기', '주저리']",15704
176,"['startup', 'diary']",15705
177,"['영화', '애니메이션', '만화']",6817
178,"['여행', '고은초', '인도차이나여행']",6816
179,"['진화심리학', '진화론', '진화생물학']",9757
180,"['일기', '인생', '연구자']",9756
181,['에세이'],9755
182,"['기록', '일상']",9754
183,"['브런치북', '영화', '영화추천', '영화프리뷰']",9751
184,"['여행', '에세이', '사진']",9750
185,"['미래예측', '오행심리', '명리학으로본심리']",19979
186,"['주말농장', '도시농부', '리틀포레스트']",9759
187,"['인터뷰', '창업', '브랜딩']",24146
188,"['쉼', '휴식', '치유']",24147
189,"['인터뷰', '인테리어', '디자이너']",24144
190,"['아빠육아', '워킹대디', '아빠의자존감']",37307
191,"['santiago', '산티아고', 'compostela']",24142
192,"['브런치북', 'drawing', 'doodle', 'hamsoosee']",24143
193,"['직장생활', '인간관계', '회사']",24140
194,"['단상', '바람', '이상']",24141
195,"['이야기', '자서전', '평범']",37308
196,"['여행', '여행사진', '여행스냅']",37309
197,"['영화', '책', '음악']",24148
198,"['일상', '사랑', '연애']",33758
199,"['에세이', '수필', '워크샵']",33757
200,"['국내여행', '유럽여행', '자동차여행']",18532
201,"['일상', '생각', '본능']",37070
202,"['startup', 'diary', 'founder']",15169
203,"['리뷰', '음악', 'K팝']",30334
204,"['리뷰', '영화']",30335
205,"['명상', '인생', '여정']",30336
206,"['마음', '일본여행', '위로']",30331
207,"['일기', '배움', '공부']",30333
208,"['유럽여행', '연애', '짝사랑']",30339
209,"['심리', '심리학', '강연']",15165
210,"['컨텐츠마케팅', '오피노', '광고디자인']",30220
211,"['디지털마케팅', '오피노', '디지털마케팅실무']",30221
212,"['브런치북', '에세이', '심리상담', '심리에세이']",35218
213,"['브런치북', '일상', '사유', '류재언']",35214
214,"['책', '생각', '문장']",35215
215,"['여행', '미국', '자전거']",10253
216,"['마케팅', '브랜딩', '질문하는마케터']",35217
217,"['영화', '영화리뷰', '영화일기']",35212
218,"['리뷰', '평론', '감상']",35213
219,"['일기', '심리상담', '우울']",23264
220,"['건축', '쓰다', '건축가']",23265
221,"['에세이', '인생', '자기계발']",23262
222,"['맥주', '크래프트비어', '혼맥']",23268
223,"['영화', '평론', '남예지']",23269
224,"['일상', '요리', '채식']",9255
225,"['여행', '밥상', '포틀랜드']",43853
226,"['책', '디자이너', '요약']",43852
227,"['영화', '영화리뷰', '영화추천']",43851
228,"['사랑', '연애', '커플']",43850
229,"['청춘', '유럽여행', '혼자여행']",43857
230,"['나다움', '50', '인생전환기']",43856
231,"['에세이', '사유', '네가지생각']",43855
232,"['사랑', '에세이', '글']",43854
233,"['광고', '아이디어', '브랜딩']",10704
234,"['생활팁', '생활정보', '꿀팁']",6778
235,"['육아정보', '육아공감', '육아상식']",6779
236,"['IT', '콘텐츠', '디지털']",6775
237,"['전자책', '작가', '칼럼']",6776
238,"['쇼핑', '꿀템', '득템']",6777
239,"['직장인', '자기계발', '개인브랜드']",6770
240,"['yper', '디테일링', '손세차']",6771
241,"['사랑', '연애', '이별']",6772
242,"['생각의확장', '경험주의자', '아름다운것들']",6773
243,"['웨딩', '국제결혼', '국제커플']",23751
244,"['영화', '문화', '인문학']",23756
245,"['개발자', 'IT', '프로그래밍']",14187
246,"['일상', '사랑', '청춘']",14186
247,['단어'],42810
248,"['에디터', '뉴스레터']",42811
249,"['영화', '책', '독서']",42812
250,['시'],42813
251,"['에세이', '철학', '행복']",42815
252,"['여행', '음악', '독일']",42816
253,"['발췌', '띵언', '초병렬독서법']",42817
254,"['생각의주인', '일상건축', '지윤정']",42818
255,"['일상툰', '해외생활']",42819
256,"['뷰티', '화장', '그루밍']",18582
257,['생각정리'],5055
258,"['브런치북', '책', '산문', '보통날']",5057
259,"['여행', '세계여행', '세계일주']",5050
260,"['시', '자작시', '비관의우물']",5053
261,['위클리매거진'],38568
262,"['화해', '버드뷰', '화장품을해석하다']",38561
263,"['그림', '일러스트', '감정기록']",38560
264,"['프랑스', '도시기행']",38563
265,"['일상', '그림일기', '프리랜서']",38562
266,"['브런치북', '블록체인', '암호화폐', '가상화폐']",38565
267,"['브런치북', '공감에세이', '자취일기', '타지살이']",38564
268,"['책', '독서', '캘리그라피']",38566
269,"['해외취업', '크루즈승무원', '크루즈']",18893
270,"['에세이', '시', '일러스트']",18892
271,"['일상', '에세이', '감성']",18890
272,"['서울', '시']",18894
273,"['에세이', 'Food', 'Australia']",18899
274,"['참치', '라이브']",18898
275,"['대학원생', '박사신입', '어쩌다대학원']",44221
276,"['힐링', '컬러테라피', '색채심리']",44220
277,"['리더십', '리더쉽', 'leadership']",44222
278,"['독일', '편지', '뮌헨']",44225
279,"['마케팅', '인문', 'PPT']",44224
280,['나'],44227
281,"['명상', '인도', '요가']",44226
282,"['영화', '대중문화비평', '페미니즘']",44229
283,"['에세이', '철학', '인문학']",44228
284,"['생산성', '자기관리', '인생공부']",36176
285,"['일상', '여행', '예술']",36170
286,"['평범한삶', 'Liner', '평범하게']",36171
287,"['경제', '시사', '정치']",36172
288,"['자연', '쉼', 'nature']",36173
289,"['음악', '재즈', '교양']",18768
290,['데스레이스'],33529
291,"['영화', '극장', '비교']",18760
292,"['일상', '수채화', '일러스트']",18763
293,"['생활정보', '꿀팁', '생활꿀팁']",33527
294,['상처'],18765
295,"['행복한집짓기', '건축가의집짓기', '좋은집']",33521
296,['위클리매거진'],33523
297,"['브런치북', '취업', '면접', '자소서']",41543
298,"['독서', '책읽기', '감상']",41540
299,"['편지', '덴마크']",41547
300,"['자기계발', '리더십', '리더의마음관리']",41546
301,"['브런치북', '스마트', '중학생', '유치']",41545
302,"['부동산', '거시경제', '영토확장재테크부자들']",41544
303,"['농촌', '농업', '청년농부']",41549
304,"['추억', '아날로그', '20세기']",41548
305,['초보엄마'],19093
306,"['철학', '심리학', '고대지혜']",24373
307,"['교실', '초등교사', '초등']",8035
308,"['여행', '드로잉', '스케치']",8037
309,['시'],8036
310,"['개발', '프로그래밍']",8038
311,"['배낭여행', '러시아', '블라디보스톡']",12582
312,"['리뷰', '앨범', '팝송']",12581
313,"['술펀', '우리술', '양조장']",12586
314,"['라이프스타일', '디지털노마드', '로그디노']",12585
315,"['교육', '학생부종합전형', '대학입시']",12584
316,"['사회', '질문', '청년']",44910
317,"['에세이', '직장생활', '일상에세이']",44917
318,"['구약성서', '현대인의성서']",44916
319,"['글쓰기', '작가되기']",13988
320,"['개발자영어', 'engfordev']",13989
321,"['일상', '에세이', '나']",13984
322,"['사랑', '가족', 'family']",13985
323,"['커피', '에티오피아', '예가체프']",13986
324,"['사랑', '관계', '연애']",13980
325,"['그림일기', '일러스트', '드로잉북']",13983
326,"['스타트업', '모순', '실패방지']",11769
327,"['그림일기', '일러스트', '뉴질랜드']",38976
328,"['신혼여행', '오지여행', '갈라파고스']",38977
329,"['감성', '웹툰']",13679
330,"['영화', '에세이', '읽기']",43339
331,"['영화', '문학', '에세이']",43336
332,['영화'],13673
333,"['1인미디어', '유튜버', '초상권']",43334
334,"['스타트업', '기업문화', '대기업']",43335
335,"['일상기록', '글쓰기습관']",43333
336,"['추억', '조각글']",43331
337,"['영화', '음악', '책읽기']",16001
338,"['사회부', '사건기자', '경찰기자']",16006
339,"['리뷰', '에세이', '사색']",5868
340,"['일상', '에세이', '수필']",5864
341,"['글쓰기', '기자', '오피니언']",16008
342,"['연애', '20대', '섹스']",5866
343,"['브런치북', '글귀', '좋은글', '짧고좋은글귀']",5861
344,['노래'],5860
345,"['한국풍경', '풍경사진', '꼬레그래픽']",5863
346,"['공감', '위로', '감성에세이']",2239
347,"['책', '독서', '서평']",17359
348,"['일상', '사진에세이']",17358
349,"['일기', '음식', '웃음']",17355
350,"['시', '시인', '감성']",17357
351,"['영화', '배우', '비평']",17356
352,"['일러스트', '스토리픽', '쉬어가는그림']",17351
353,['미국'],17350
354,"['세계여행', '문화', '공연']",17353
355,"['목공', '기술', '인테리어목수']",17561
356,['위클리매거진'],43661
357,"['프로젝트', '페미니즘', '밀레니얼']",19588
358,['사랑'],19589
359,"['드로잉', '일러스트', 'ㅇ이일잀일사']",19584
360,"['문학', '에세이', '감성글']",19585
361,"['에세이', '북유럽', '스웨덴']",19583
362,"['지구방문자', '그림상점']",19580
363,"['웹툰', '일러스트', '그림에세이']",19581
364,"['세계여행', '해외여행', '여행기']",20869
365,"['인물', '명사', '석학']",20864
366,"['철학', '인생', '진리']",20862
367,"['영화감상문', '영화', '영화리뷰']",5933
368,"['성경강해', '예수님의가족', '마태공동체']",5930
369,['MLB'],45634
370,['오후10시'],7944
371,"['에세이', '산문집', '똥같은생각들']",7945
372,"['여행', '에세이', '도시여행']",7946
373,"['생각하기', '호기심', '공상']",7947
374,"['자기계발', '일반인에서벗어나라', '남기천']",7940
375,"['미래', '혁신', '변화']",7941
376,"['유럽여행', '프라하', '체코']",7942
377,"['제주도', '제주여행', '여행에세이']",7943
378,"['구글', '구글두들', '구글로고']",7948
379,"['리뷰', '영화', '책']",7949
380,"['트렌드', '이슈', '뉴스']",42176
381,"['베트남', '산문집', '해외생활']",42174
382,"['브런치북', '이야기', '공간', '네남자']",16918
383,"['영화리뷰', '생각', '문화생활']",16919
384,"['사람', '기독교', '신']",42171
385,"['일상', '육아', '아빠']",42170
386,"['세계여행', '엄마', '모녀']",16914
387,"['자녀교육', '자기주도학습', '수능']",16915
388,"['자녀교육', '공부법', '메타인지']",16916
389,"['책', '독서', '여성']",16917
390,"['기획', '데이터분석']",16910
391,"['중국', '뉴미디어', '왕홍']",16911
392,"['걷기운동', '포케몬', '가상놀이']",16912
393,"['책을논하자', '책과개인적생각']",12209
394,"['결혼', '결혼준비', '공대생']",35645
395,"['패션', '지속가능', '젠더중립']",12206
396,['마카오'],12207
397,"['세계여행', '시애틀', '여행일기']",12200
398,"['인터뷰', '프로젝트', '자퇴생']",12201
399,"['해외취업', '싱가포르']",29358
400,"['프로젝트', '아두이노']",29359
401,"['엄마', '아이', '언어']",10512
402,"['기록', '일상', '여행']",10513
403,"['삶', '시', '아빠의시']",10510
404,"['일상', '고민', '우울']",10516
405,"['발레', '취미발레', '발레에세이']",10517
406,['일상'],29356
407,"['영화', '보고나서', '드는생각들']",10515
408,"['산사여행', '낭만과신록', '사람과자연의조화']",8866
409,"['여행', '나를만나다', '떠나보기']",8864
410,"['에세이', '감성', '손글씨']",8865
411,"['영화', '영화추천', '영화후기']",8862
412,['육아'],21409
413,"['IT', 'ICT', 'MOBILE']",8860
414,"['데이터', '인포그래픽', '데이터시각화']",21404
415,"['취업', '직장생활', '3년']",21405
416,"['엄마', '하루', '약속']",21400
417,"['영화', '책', '감상']",21401
418,"['멜버른', '풍경사진', '다르다']",8868
419,"['브런치북', '빨강머리앤']",37437
420,"['love', '사랑', '사랑이란']",26834
421,"['UX', 'framer', 'prototype']",26830
422,"['스타트업', 'TAX', '세무']",26832
423,"['브런치북', '마케팅', '출판', '플랫폼']",26833
424,"['레시피', '인생', '우리만의']",24577
425,['디자인'],24575
426,"['그대', '시집']",24573
427,"['영화', '책']",24572
428,"['브런치북', '수기', '난임', '시험관아기']",24570
429,"['월간옥이네', '옥천', '옥천잡지']",28401
430,"['영화', '희망', '시나리오']",28400
431,"['브런치북', '이야기', '사람', '인터뷰']",28407
432,"['브런치북', '육아', '육아일기']",28406
433,"['여행', '여행에세이', '삶은여행']",28405
434,"['여행', '답사', '낯선곳']",28404
435,"['영화', '전시', '예술']",34327
436,"['브랜딩', '자기다움', '사업']",34326
437,"['비건', '초보비건', '비건라이프']",34325
438,"['브런치북', '직장인', '자기계발', '직장인이야기']",34322
439,"['생각', '사람', '깨달음']",35058
440,"['사랑', '기억', '사람']",35056
441,['프랑스서적'],35052
442,"['사랑', '소설', '기억']",35051
443,"['일상', '에세이']",23716
444,"['소설', '이야기', '소설쓰는여자']",23717
445,"['퇴사', '회사', '업무']",23714
446,"['리장', '차마고도', '샹그릴라']",23713
447,"['독후감', '서평', '문학잡지']",23710
448,"['취향', '일기', '사전']",23711
449,['위클리매거진'],27008
450,['위클리매거진'],27009
451,"['시', '작사', '작사가']",27007
452,"['육아일기', '육아에세이', '아들']",27004
453,"['에세이', '단상', '감성에세이']",27005
454,"['음악', '트랜드', '클래식']",27002
455,"['취미', '음악', '보컬']",27003
456,"['음악', '심리']",27000
457,"['마케팅', '이야기', '솔루션']",32588
458,"['남미', '여행기', '남미여행']",32581
459,"['육아', '아들', '요즘']",32582
460,"['일기', '오혜']",32585
461,"['호흡기질환', '다한증질환', '폐질환']",32587
462,"['리더십', '창의적사고', '생각경영법']",32586
463,"['아이디어', '돈', '사업']",9941
464,"['가요', '노래방', '애창곡']",35580
465,"['리뷰', '여행기', '감상문']",35581
466,"['육아', '쌍둥이', '쌍둥이육아']",9944
467,"['일상', '정치', '정치학']",9945
468,"['해외여행', '도시여행', '시티투어']",9948
469,['로스쿨'],35588
470,"['드라마', '에세이', '노동']",32056
471,"['브런치북', '남미', '혼자여행', '30대']",32055
472,"['회전근개파열', '석회성건염', '충돌증후군']",32053
473,"['자기계발', 'selfhelp', 'betterself']",32050
474,"['일기', '천주교', '성당']",32059
475,"['삶', '행복', '인생']",17799
476,"['브런치북', '난임', '임신준비', '임신확인']",25714
477,['오일리스킨'],27929
478,"['디자인', '스토리', '디자이너']",25711
479,"['에세이', '크리스마스', '홀로남은']",25712
480,"['책읽기', '책소개']",25713
481,"['몰라도', '상관없는', '지식사냥']",25719
482,"['지속가능성', '환경교육', '미래사회']",21875
483,"['디자이너', '디자인하지마', '디자인안해']",21874
484,"['글쓰기', '감성시집', '자비출판']",21877
485,"['기록', '일상', '경험']",21876
486,"['일본', '라이프', '욜로']",21870
487,"['일본', '지식', '쓸데없는']",21873
488,"['일본', '반려견', '대형견']",21872
489,"['야구', 'nc', '다이노스']",21878
490,"['브런치북', '그림', '사색', '감성에세이']",26067
491,"['블록체인', '암호화폐', '블록체인미래']",26064
492,"['브런치북', '독박육아']",26062
493,"['여행', '여행에세이', '일본여행']",26060
494,"['여행', '여행기', '일본']",26069
495,"['책리뷰', '독서후기']",26068
496,"['브런치북', '꿈꾸는아카데미아']",40966
497,"['육아', '에세이']",44426
498,"['질문', '교육', 'HRD']",44425
499,"['서울', '동네이야기']",44424
500,['영감'],36779
501,"['영화', '모임']",36777
502,"['ted', '리빙리', '느슨한연결']",36774
503,"['일상', '에세이', '일기']",36773
504,"['브런치북', '재무설계', '자산관리']",36770
505,"['브런치북', '스타트업', '서비스기획', '프로덕트디자이너']",40963
506,"['사랑', '감성에세이', '프렌치불독']",14668
507,"['여행', '자유여행', '내맘대로여행기']",18569
508,"['독서', '서평', '북리뷰']",18568
509,"['브런치북', '초등1학년', '교실풍경']",40960
510,"['여행자의서재', '여행의영감', '사막여행자']",33729
511,"['개발자', '해외취업']",33726
512,"['쉐어하우스', '자취라이프', '강남살이']",33727
513,"['서천미디어센터', '책읽기모임', '기본소득네트워크']",14662
514,"['소녀', '우울증', '이호수']",18560
515,"['시사', '이슈', '화제']",33722
516,"['브런치북', '그림', '사랑', '웹툰']",18566
517,"['영화', '영화글쓰기', 'cinema']",14666
518,"['브런치북', '공감에세이', '일상에세이', '음식에세이']",33721
519,"['일상', '회사원', '팀워크']",38608
520,"['브런치북', '나눔', '성장', '비결']",38601
521,"['기독교', 'qt', '말씀묵상']",38602
522,"['사랑', '기억', '이별']",38603
523,"['소설', '단편소설', '장편소설']",38606
524,"['창업', '회사', '브랜딩']",38607
525,"['브런치북', '손그림', '아재', '브레인코딩']",40969
526,"['레시피', '엄마', '집밥']",27828
527,"['브랜딩', '만물상', '아날로그초이스']",27829
528,"['worship', 'jesus', 'christian']",27826
529,"['독후감', '독서', '책추천']",27820
530,"['연애', '결혼', '파혼']",27822
531,"['일상', '수필', '산골생활']",797
532,"['여행', '영화', '영화촬영지']",796
533,"['문학', '에세이', '시']",794
534,"['해외여행', '배낭여행', '동남아']",793
535,"['중국어', '중국마케팅', '스타트차이나']",33572
536,"['디자인', '그래픽디자인', '시각디자인']",791
537,"['더콤마에이', '인터뷰', '마음의소리']",790
538,"['일상', '감성사진', '수필']",799
539,"['건강', '한의학']",798
540,"['할머니', '그림일기']",46234
541,"['일상', '여행', '아트']",42548
542,"['크라우드펀딩', '스토리펀딩', '콘텐츠유료화']",23501
543,"['에세이', '라이프스타일', '30대여자']",15133
544,"['남미', '남미여행', '배낭여행']",15132
545,"['일상', '커피', '이야기']",15131
546,"['VR', '플랫폼', 'AR']",15130
547,"['스타트업', '게임제작', 'Unity']",15136
548,"['고민', '그냥', '투정']",15135
549,['에세이'],15134
550,"['에세이', '사진', '글']",31764
551,['공지'],31765
552,"['신용평가', '신용평점', '기업심사']",31766
553,"['자전거여행', '자전거', '자이언트']",31767
554,"['에세이', '데일리', '수리이야기']",31762
555,"['브런치북', '퇴사', '회사원', '육아휴직']",39553
556,"['그림', '드로잉', '일러스트레이션']",39551
557,"['브런치북', '기록', '바인더', '생산성도구']",39550
558,"['브런치북', '연주자', '국악', '거문고']",39557
559,"['여행', '세계여행', '세계일주']",31769
560,"['영화리뷰', '데이트', '신혼부부']",39555
561,['소심'],33894
562,"['시', '감성', '습작']",33895
563,"['초등교사', '밀레니얼', '밀레니얼세대']",33898
564,"['기록', '일상', '생각']",34046
565,"['jeju', '제주관광', 'tourism']",34045
566,"['여행', '홍콩', '해외']",34042
567,"['감성여행', '유럽여행', '자아성찰']",34043
568,"['취미', '자기계발', '공부']",27618
569,"['채식레시피', '고기없는월요일', 'meatfree']",34048
570,"['일기', '내생각', '혜미로그']",31492
571,"['HCI', '해외디자이너', '카네기멜론']",31493
572,"['교토', '이방인', '경계를거닐다']",31496
573,"['food', 'noplanfood', 'fooddiary']",31497
574,"['광고', '마케팅', '브랜딩']",31495
575,"['여행', '독서', '인문고전']",31498
576,"['책', '독후감', '독서']",31499
577,"['드라마', '드라마리뷰', '드라마감상']",4767
578,['음악'],4768
579,"['생각', '일기', '성숙']",19748
580,"['힙합', '한국힙합', '힙합비평']",19749
581,"['에세이', '임군', '연필에닿는세상37']",19740
582,"['다이어트', '운동', '건강']",19744
583,"['브런치북', '사랑']",19746
584,"['MCN', '스낵컬쳐', 'TVX']",14976
585,"['육아', '광고', '엄마에세이']",42371
586,"['문학', '에세이', '시']",42370
587,"['위로', '치유', '변화']",42373
588,"['독일', '미술치료', '미술치료사']",42375
589,"['행복', '균형', '라이프']",42376
590,"['자녀교육', '생활단상', '초등학생']",42378
591,"['직장생활', '사회생활', '광고대행']",10354
592,"['문학', '교사', '국어수업']",10356
593,"['어머니', '후회', '사랑해']",10357
594,"['책소개', '책이야기', '쁘쯔뜨끄']",10358
595,"['그림동화', '귀가작은아이', '마음충전']",10359
596,"['대화', '이야기', '사람']",6259
597,"['아트인사이트', '아트인사이트서포터즈', '프리뷰와리뷰']",6258
598,"['1인기업', '1인연구소']",6253
599,"['마케팅', '경영', '전략']",6250
600,"['일상', '에세이', '수필']",6257
601,"['일기', '수필', '생각기록']",6256
602,"['에세이', '마음', '하루']",6255
603,"['그림', '미술', '유아미술']",6254
604,"['중국여행', '중국미학', '중국생활예술']",4326
605,['bread'],42994
606,"['여행', '사진', '수필']",42996
607,"['책', '독후감', '독서']",42992
608,"['인터뷰', '방송', '싱지원']",42999
609,"['밤하늘', '천체사진', '별자리']",832
610,"['낚시', '읽을거리']",830
611,"['감성', '캘리그라피', '위로']",836
612,"['에세이', '사진', '포토에세이']",837
613,"['책읽기', '책리뷰', '책소개']",835
614,['독성물질제거'],838
615,"['중국', '중국문화', '중국어']",839
616,"['여행', '세계여행', '여행에세이']",45344
617,"['독서', '책리뷰', '책소개']",45347
618,"['트렌드', '미래학', '미래예측']",5249
619,"['에세이', '푸드', '감성에세이']",1728
620,"['게임', '재미', '놀이']",1729
